"","language","article","date","views"
"21101","en","abu_sayyaf",2012-01-21,338
"21","en","al-qaeda",2012-01-21,3307
"21128","en","al-qaeda_in_the_arabian_peninsula",2012-01-21,129
"21130","en","al-qaeda_in_the_islamic_maghreb",2012-01-21,16
"21136","en","al-shabaab",2012-01-21,1023
"2180","en","biological_weapon",2012-01-21,110
"21106","en","car_bomb",2012-01-21,233
"2160","en","chemical_weapon",2012-01-21,346
"2118","en","conventional_weapon",2012-01-21,33
"2129","en","dirty_bomb",2012-01-21,392
"2116","en","eco-terrorism",2012-01-21,201
"2114","en","environmental_terrorism",2012-01-21,37
"21103","en","euskadi_ta_askatasuna",2012-01-21,38
"21102","en","farc",2012-01-21,167
"21104","en","hezbollah",2012-01-21,1350
"21100","en","improvised_explosive_device",2012-01-21,1127
"21140","en","islamist",2012-01-21,175
"21107","en","jihad",2012-01-21,1581
"2149","en","nuclear",2012-01-21,141
"2138","en","nuclear_enrichment",2012-01-21,7
"21105","en","palestine_liberation_front",2012-01-21,58
"21134","en","political_radicalism",2012-01-21,149
"21138","en","recruitment",2012-01-21,921
"21126","en","suicide_attack",2012-01-21,434
"21109","en","suicide_bomber",2012-01-21,96
"21108","en","taliban",2012-01-21,2834
"21132","en","tehrik-i-taliban_pakistan",2012-01-21,239
"2112","en","terror",2012-01-21,165
"2110","en","terrorism",2012-01-21,2087
"2126","en","weapons-grade",2012-01-21,58
"2270","en","abu_sayyaf",2012-01-22,320
"22","en","al-qaeda",2012-01-22,3538
"22108","en","al-qaeda_in_the_arabian_peninsula",2012-01-22,112
"22109","en","al-qaeda_in_the_islamic_maghreb",2012-01-22,14
"22133","en","al-shabaab",2012-01-22,1095
"2250","en","biological_weapon",2012-01-22,115
"22103","en","car_bomb",2012-01-22,263
"2240","en","chemical_weapon",2012-01-22,295
"2218","en","conventional_weapon",2012-01-22,57
"2227","en","dirty_bomb",2012-01-22,497
"2216","en","eco-terrorism",2012-01-22,208
"2214","en","environmental_terrorism",2012-01-22,39
"22100","en","euskadi_ta_askatasuna",2012-01-22,43
"2290","en","farc",2012-01-22,303
"22101","en","hezbollah",2012-01-22,1438
"2260","en","improvised_explosive_device",2012-01-22,1362
"22137","en","islamist",2012-01-22,231
"22104","en","jihad",2012-01-22,6428
"2230","en","nuclear",2012-01-22,143
"2229","en","nuclear_enrichment",2012-01-22,6
"22102","en","palestine_liberation_front",2012-01-22,57
"22131","en","political_radicalism",2012-01-22,198
"22135","en","recruitment",2012-01-22,898
"22107","en","suicide_attack",2012-01-22,465
"22106","en","suicide_bomber",2012-01-22,110
"22105","en","taliban",2012-01-22,3257
"22129","en","tehrik-i-taliban_pakistan",2012-01-22,335
"2212","en","terror",2012-01-22,201
"2210","en","terrorism",2012-01-22,2442
"2220","en","weapons-grade",2012-01-22,47
"2370","en","abu_sayyaf",2012-01-23,409
"23","en","al-qaeda",2012-01-23,4170
"23107","en","al-qaeda_in_the_arabian_peninsula",2012-01-23,161
"23108","en","al-qaeda_in_the_islamic_maghreb",2012-01-23,15
"23132","en","al-shabaab",2012-01-23,1003
"2350","en","biological_weapon",2012-01-23,94
"23102","en","car_bomb",2012-01-23,270
"2340","en","chemical_weapon",2012-01-23,327
"2318","en","conventional_weapon",2012-01-23,45
"2327","en","dirty_bomb",2012-01-23,487
"2316","en","eco-terrorism",2012-01-23,255
"2314","en","environmental_terrorism",2012-01-23,36
"2390","en","euskadi_ta_askatasuna",2012-01-23,33
"2380","en","farc",2012-01-23,220
"23100","en","hezbollah",2012-01-23,1694
"2360","en","improvised_explosive_device",2012-01-23,1477
"23136","en","islamist",2012-01-23,213
"23103","en","jihad",2012-01-23,1960
"2330","en","nuclear",2012-01-23,219
"2329","en","nuclear_enrichment",2012-01-23,4
"23101","en","palestine_liberation_front",2012-01-23,79
"23130","en","political_radicalism",2012-01-23,241
"23134","en","recruitment",2012-01-23,1492
"23106","en","suicide_attack",2012-01-23,499
"23105","en","suicide_bomber",2012-01-23,107
"23104","en","taliban",2012-01-23,4248
"23109","en","tehrik-i-taliban_pakistan",2012-01-23,938
"2312","en","terror",2012-01-23,246
"2310","en","terrorism",2012-01-23,2916
"2320","en","weapons-grade",2012-01-23,78
"2470","en","abu_sayyaf",2012-01-24,412
"24","en","al-qaeda",2012-01-24,4225
"24107","en","al-qaeda_in_the_arabian_peninsula",2012-01-24,261
"24108","en","al-qaeda_in_the_islamic_maghreb",2012-01-24,14
"24132","en","al-shabaab",2012-01-24,1103
"2450","en","biological_weapon",2012-01-24,128
"24102","en","car_bomb",2012-01-24,256
"2440","en","chemical_weapon",2012-01-24,359
"2418","en","conventional_weapon",2012-01-24,49
"2427","en","dirty_bomb",2012-01-24,468
"2416","en","eco-terrorism",2012-01-24,329
"2414","en","environmental_terrorism",2012-01-24,40
"2490","en","euskadi_ta_askatasuna",2012-01-24,49
"2480","en","farc",2012-01-24,211
"24100","en","hezbollah",2012-01-24,1663
"2460","en","improvised_explosive_device",2012-01-24,2235
"24136","en","islamist",2012-01-24,181
"24103","en","jihad",2012-01-24,3130
"2430","en","nuclear",2012-01-24,221
"2429","en","nuclear_enrichment",2012-01-24,5
"24101","en","palestine_liberation_front",2012-01-24,51
"24130","en","political_radicalism",2012-01-24,230
"24134","en","recruitment",2012-01-24,1857
"24106","en","suicide_attack",2012-01-24,551
"24105","en","suicide_bomber",2012-01-24,110
"24104","en","taliban",2012-01-24,3697
"24109","en","tehrik-i-taliban_pakistan",2012-01-24,304
"2412","en","terror",2012-01-24,220
"2410","en","terrorism",2012-01-24,3333
"2420","en","weapons-grade",2012-01-24,94
"2570","en","abu_sayyaf",2012-01-25,401
"25","en","al-qaeda",2012-01-25,4938
"25107","en","al-qaeda_in_the_arabian_peninsula",2012-01-25,136
"25108","en","al-qaeda_in_the_islamic_maghreb",2012-01-25,16
"25132","en","al-shabaab",2012-01-25,1490
"2550","en","biological_weapon",2012-01-25,169
"25102","en","car_bomb",2012-01-25,235
"2540","en","chemical_weapon",2012-01-25,301
"2518","en","conventional_weapon",2012-01-25,65
"2527","en","dirty_bomb",2012-01-25,470
"2516","en","eco-terrorism",2012-01-25,257
"2514","en","environmental_terrorism",2012-01-25,47
"2590","en","euskadi_ta_askatasuna",2012-01-25,54
"2580","en","farc",2012-01-25,216
"25100","en","hezbollah",2012-01-25,1576
"2560","en","improvised_explosive_device",2012-01-25,1509
"25136","en","islamist",2012-01-25,196
"25103","en","jihad",2012-01-25,2597
"2530","en","nuclear",2012-01-25,244
"2529","en","nuclear_enrichment",2012-01-25,3
"25101","en","palestine_liberation_front",2012-01-25,50
"25130","en","political_radicalism",2012-01-25,251
"25134","en","recruitment",2012-01-25,1496
"25106","en","suicide_attack",2012-01-25,585
"25105","en","suicide_bomber",2012-01-25,94
"25104","en","taliban",2012-01-25,3871
"25109","en","tehrik-i-taliban_pakistan",2012-01-25,288
"2512","en","terror",2012-01-25,197
"2510","en","terrorism",2012-01-25,3174
"2520","en","weapons-grade",2012-01-25,68
"2670","en","abu_sayyaf",2012-01-26,397
"26","en","al-qaeda",2012-01-26,4398
"26107","en","al-qaeda_in_the_arabian_peninsula",2012-01-26,140
"26108","en","al-qaeda_in_the_islamic_maghreb",2012-01-26,11
"26132","en","al-shabaab",2012-01-26,1178
"2650","en","biological_weapon",2012-01-26,139
"26102","en","car_bomb",2012-01-26,241
"2640","en","chemical_weapon",2012-01-26,319
"2618","en","conventional_weapon",2012-01-26,65
"2627","en","dirty_bomb",2012-01-26,502
"2616","en","eco-terrorism",2012-01-26,268
"2614","en","environmental_terrorism",2012-01-26,34
"2690","en","euskadi_ta_askatasuna",2012-01-26,48
"2680","en","farc",2012-01-26,207
"26100","en","hezbollah",2012-01-26,1761
"2660","en","improvised_explosive_device",2012-01-26,1467
"26136","en","islamist",2012-01-26,159
"26103","en","jihad",2012-01-26,2378
"2630","en","nuclear",2012-01-26,230
"2629","en","nuclear_enrichment",2012-01-26,3
"26101","en","palestine_liberation_front",2012-01-26,63
"26130","en","political_radicalism",2012-01-26,206
"26134","en","recruitment",2012-01-26,1457
"26106","en","suicide_attack",2012-01-26,520
"26105","en","suicide_bomber",2012-01-26,90
"26104","en","taliban",2012-01-26,3492
"26109","en","tehrik-i-taliban_pakistan",2012-01-26,196
"2612","en","terror",2012-01-26,187
"2610","en","terrorism",2012-01-26,3101
"2620","en","weapons-grade",2012-01-26,79
"2770","en","abu_sayyaf",2012-01-27,337
"27","en","al-qaeda",2012-01-27,3861
"27107","en","al-qaeda_in_the_arabian_peninsula",2012-01-27,120
"27108","en","al-qaeda_in_the_islamic_maghreb",2012-01-27,11
"27132","en","al-shabaab",2012-01-27,974
"2750","en","biological_weapon",2012-01-27,107
"27102","en","car_bomb",2012-01-27,225
"2740","en","chemical_weapon",2012-01-27,295
"2718","en","conventional_weapon",2012-01-27,53
"2727","en","dirty_bomb",2012-01-27,396
"2716","en","eco-terrorism",2012-01-27,269
"2714","en","environmental_terrorism",2012-01-27,38
"2790","en","euskadi_ta_askatasuna",2012-01-27,48
"2780","en","farc",2012-01-27,235
"27100","en","hezbollah",2012-01-27,1556
"2760","en","improvised_explosive_device",2012-01-27,1550
"27136","en","islamist",2012-01-27,157
"27103","en","jihad",2012-01-27,2080
"2730","en","nuclear",2012-01-27,206
"2729","en","nuclear_enrichment",2012-01-27,3
"27101","en","palestine_liberation_front",2012-01-27,57
"27130","en","political_radicalism",2012-01-27,223
"27134","en","recruitment",2012-01-27,1379
"27106","en","suicide_attack",2012-01-27,535
"27105","en","suicide_bomber",2012-01-27,91
"27104","en","taliban",2012-01-27,3221
"27109","en","tehrik-i-taliban_pakistan",2012-01-27,217
"2712","en","terror",2012-01-27,166
"2710","en","terrorism",2012-01-27,2798
"2720","en","weapons-grade",2012-01-27,64
"2870","en","abu_sayyaf",2012-01-28,285
"28","en","al-qaeda",2012-01-28,3043
"28107","en","al-qaeda_in_the_arabian_peninsula",2012-01-28,112
"28108","en","al-qaeda_in_the_islamic_maghreb",2012-01-28,8
"28132","en","al-shabaab",2012-01-28,697
"2850","en","biological_weapon",2012-01-28,93
"28102","en","car_bomb",2012-01-28,242
"2840","en","chemical_weapon",2012-01-28,290
"2818","en","conventional_weapon",2012-01-28,44
"2827","en","dirty_bomb",2012-01-28,359
"2816","en","eco-terrorism",2012-01-28,156
"2814","en","environmental_terrorism",2012-01-28,42
"2890","en","euskadi_ta_askatasuna",2012-01-28,39
"2880","en","farc",2012-01-28,167
"28100","en","hezbollah",2012-01-28,1288
"2860","en","improvised_explosive_device",2012-01-28,1078
"28136","en","islamist",2012-01-28,137
"28103","en","jihad",2012-01-28,1598
"2830","en","nuclear",2012-01-28,135
"2829","en","nuclear_enrichment",2012-01-28,5
"28101","en","palestine_liberation_front",2012-01-28,52
"28130","en","political_radicalism",2012-01-28,126
"28134","en","recruitment",2012-01-28,886
"28106","en","suicide_attack",2012-01-28,487
"28105","en","suicide_bomber",2012-01-28,76
"28104","en","taliban",2012-01-28,2521
"28109","en","tehrik-i-taliban_pakistan",2012-01-28,187
"2812","en","terror",2012-01-28,167
"2810","en","terrorism",2012-01-28,2165
"2820","en","weapons-grade",2012-01-28,51
"2970","en","abu_sayyaf",2012-01-29,352
"29","en","al-qaeda",2012-01-29,3656
"29107","en","al-qaeda_in_the_arabian_peninsula",2012-01-29,116
"29108","en","al-qaeda_in_the_islamic_maghreb",2012-01-29,16
"29132","en","al-shabaab",2012-01-29,738
"2950","en","biological_weapon",2012-01-29,101
"29102","en","car_bomb",2012-01-29,255
"2940","en","chemical_weapon",2012-01-29,327
"2918","en","conventional_weapon",2012-01-29,45
"2927","en","dirty_bomb",2012-01-29,422
"2916","en","eco-terrorism",2012-01-29,210
"2914","en","environmental_terrorism",2012-01-29,38
"2990","en","euskadi_ta_askatasuna",2012-01-29,42
"2980","en","farc",2012-01-29,195
"29100","en","hezbollah",2012-01-29,1453
"2960","en","improvised_explosive_device",2012-01-29,1171
"29136","en","islamist",2012-01-29,173
"29103","en","jihad",2012-01-29,1817
"2930","en","nuclear",2012-01-29,206
"2929","en","nuclear_enrichment",2012-01-29,3
"29101","en","palestine_liberation_front",2012-01-29,59
"29130","en","political_radicalism",2012-01-29,174
"29134","en","recruitment",2012-01-29,1066
"29106","en","suicide_attack",2012-01-29,537
"29105","en","suicide_bomber",2012-01-29,108
"29104","en","taliban",2012-01-29,4885
"29109","en","tehrik-i-taliban_pakistan",2012-01-29,206
"2912","en","terror",2012-01-29,176
"2910","en","terrorism",2012-01-29,2433
"2920","en","weapons-grade",2012-01-29,68
"3070","en","abu_sayyaf",2012-01-30,454
"30","en","al-qaeda",2012-01-30,4310
"30107","en","al-qaeda_in_the_arabian_peninsula",2012-01-30,131
"30108","en","al-qaeda_in_the_islamic_maghreb",2012-01-30,18
"30132","en","al-shabaab",2012-01-30,1071
"3050","en","biological_weapon",2012-01-30,176
"30102","en","car_bomb",2012-01-30,296
"3040","en","chemical_weapon",2012-01-30,368
"3018","en","conventional_weapon",2012-01-30,79
"3027","en","dirty_bomb",2012-01-30,477
"3016","en","eco-terrorism",2012-01-30,227
"3014","en","environmental_terrorism",2012-01-30,32
"3090","en","euskadi_ta_askatasuna",2012-01-30,61
"3080","en","farc",2012-01-30,185
"30100","en","hezbollah",2012-01-30,1664
"3060","en","improvised_explosive_device",2012-01-30,1690
"30136","en","islamist",2012-01-30,179
"30103","en","jihad",2012-01-30,2168
"3030","en","nuclear",2012-01-30,240
"3029","en","nuclear_enrichment",2012-01-30,5
"30101","en","palestine_liberation_front",2012-01-30,71
"30130","en","political_radicalism",2012-01-30,272
"30134","en","recruitment",2012-01-30,1829
"30106","en","suicide_attack",2012-01-30,562
"30105","en","suicide_bomber",2012-01-30,97
"30104","en","taliban",2012-01-30,5386
"30109","en","tehrik-i-taliban_pakistan",2012-01-30,204
"3012","en","terror",2012-01-30,226
"3010","en","terrorism",2012-01-30,3248
"3020","en","weapons-grade",2012-01-30,87
"31100","en","abu_sayyaf",2012-01-31,375
"31","en","al-qaeda",2012-01-31,4287
"31127","en","al-qaeda_in_the_arabian_peninsula",2012-01-31,168
"31129","en","al-qaeda_in_the_islamic_maghreb",2012-01-31,14
"31135","en","al-shabaab",2012-01-31,1113
"3160","en","biological_weapon",2012-01-31,104
"31105","en","car_bomb",2012-01-31,333
"3140","en","chemical_weapon",2012-01-31,300
"3118","en","conventional_weapon",2012-01-31,61
"3127","en","dirty_bomb",2012-01-31,455
"3116","en","eco-terrorism",2012-01-31,247
"3114","en","environmental_terrorism",2012-01-31,39
"31102","en","euskadi_ta_askatasuna",2012-01-31,58
"31101","en","farc",2012-01-31,201
"31103","en","hezbollah",2012-01-31,1623
"3180","en","improvised_explosive_device",2012-01-31,1663
"31139","en","islamist",2012-01-31,166
"31106","en","jihad",2012-01-31,2209
"3130","en","nuclear",2012-01-31,246
"3129","en","nuclear_enrichment",2012-01-31,4
"31104","en","palestine_liberation_front",2012-01-31,61
"31133","en","political_radicalism",2012-01-31,256
"31137","en","recruitment",2012-01-31,1714
"31109","en","suicide_attack",2012-01-31,574
"31108","en","suicide_bomber",2012-01-31,104
"31107","en","taliban",2012-01-31,4351
"31131","en","tehrik-i-taliban_pakistan",2012-01-31,188
"3112","en","terror",2012-01-31,220
"3110","en","terrorism",2012-01-31,3366
"3120","en","weapons-grade",2012-01-31,67
"3270","en","abu_sayyaf",2012-02-01,436
"32","en","al-qaeda",2012-02-01,5016
"32108","en","al-qaeda_in_the_arabian_peninsula",2012-02-01,190
"32109","en","al-qaeda_in_the_islamic_maghreb",2012-02-01,10
"32133","en","al-shabaab",2012-02-01,979
"3250","en","biological_weapon",2012-02-01,111
"32103","en","car_bomb",2012-02-01,185
"3240","en","chemical_weapon",2012-02-01,448
"3218","en","conventional_weapon",2012-02-01,55
"3227","en","dirty_bomb",2012-02-01,429
"3216","en","eco-terrorism",2012-02-01,236
"3214","en","environmental_terrorism",2012-02-01,41
"32100","en","euskadi_ta_askatasuna",2012-02-01,58
"3280","en","farc",2012-02-01,229
"32101","en","hezbollah",2012-02-01,1686
"3260","en","improvised_explosive_device",2012-02-01,1693
"32137","en","islamist",2012-02-01,202
"32104","en","jihad",2012-02-01,2195
"3230","en","nuclear",2012-02-01,233
"3229","en","nuclear_enrichment",2012-02-01,8
"32102","en","palestine_liberation_front",2012-02-01,84
"32131","en","political_radicalism",2012-02-01,224
"32135","en","recruitment",2012-02-01,1695
"32107","en","suicide_attack",2012-02-01,568
"32106","en","suicide_bomber",2012-02-01,94
"32105","en","taliban",2012-02-01,6756
"32129","en","tehrik-i-taliban_pakistan",2012-02-01,294
"3212","en","terror",2012-02-01,211
"3210","en","terrorism",2012-02-01,3243
"3220","en","weapons-grade",2012-02-01,53
"3370","en","abu_sayyaf",2012-02-02,1582
"33","en","al-qaeda",2012-02-02,4511
"33107","en","al-qaeda_in_the_arabian_peninsula",2012-02-02,200
"33108","en","al-qaeda_in_the_islamic_maghreb",2012-02-02,11
"33132","en","al-shabaab",2012-02-02,1086
"3350","en","biological_weapon",2012-02-02,106
"33102","en","car_bomb",2012-02-02,241
"3340","en","chemical_weapon",2012-02-02,365
"3318","en","conventional_weapon",2012-02-02,73
"3327","en","dirty_bomb",2012-02-02,470
"3316","en","eco-terrorism",2012-02-02,258
"3314","en","environmental_terrorism",2012-02-02,36
"3390","en","euskadi_ta_askatasuna",2012-02-02,58
"3380","en","farc",2012-02-02,242
"33100","en","hezbollah",2012-02-02,2018
"3360","en","improvised_explosive_device",2012-02-02,1695
"33136","en","islamist",2012-02-02,183
"33103","en","jihad",2012-02-02,2004
"3330","en","nuclear",2012-02-02,251
"3329","en","nuclear_enrichment",2012-02-02,3
"33101","en","palestine_liberation_front",2012-02-02,91
"33130","en","political_radicalism",2012-02-02,265
"33134","en","recruitment",2012-02-02,1759
"33106","en","suicide_attack",2012-02-02,585
"33105","en","suicide_bomber",2012-02-02,91
"33104","en","taliban",2012-02-02,5415
"33109","en","tehrik-i-taliban_pakistan",2012-02-02,251
"3312","en","terror",2012-02-02,179
"3310","en","terrorism",2012-02-02,3245
"3320","en","weapons-grade",2012-02-02,62
"3470","en","abu_sayyaf",2012-02-03,1114
"34","en","al-qaeda",2012-02-03,3993
"34107","en","al-qaeda_in_the_arabian_peninsula",2012-02-03,108
"34108","en","al-qaeda_in_the_islamic_maghreb",2012-02-03,10
"34132","en","al-shabaab",2012-02-03,1037
"3450","en","biological_weapon",2012-02-03,79
"34102","en","car_bomb",2012-02-03,165
"3440","en","chemical_weapon",2012-02-03,426
"3418","en","conventional_weapon",2012-02-03,47
